timestamp,delay_ms
2025-09-15 20:05:23,3.0
2025-09-15 20:05:24,42.0
2025-09-15 20:05:25,25.0
2025-09-15 20:05:26,115.0
2025-09-15 20:05:27,116.0
2025-09-15 20:05:28,117.0
2025-09-15 20:05:29,114.0
2025-09-15 20:05:30,120.0
